17617	5772	General	_NotDefined		2	DAF SR SR1132T	2 - DAF SR SR1132T
17617	5802	General	_NotDefined		2	DAF HR HR1355T	2 - DAF HR HR1355T
17617	5803	General	_NotDefined		2	DAF SR SR1360T	2 - DAF SR SR1360T
17622	5804	General	_NotDefined		1	DAF N-Series 167N	1 - DAF N-Series 167N
17622	5772	General	_NotDefined		2	DAF SR SR1132T	2 - DAF SR SR1132T
17622	5802	General	_NotDefined		2	DAF HR HR1355T	2 - DAF HR HR1355T
17656	5779	General	_NotDefined		1	DAF N-Series 163N	1 - DAF N-Series 163N
17656	5804	General	_NotDefined		1	DAF N-Series 167N	1 - DAF N-Series 167N
17656	5802	General	_NotDefined		2	DAF HR HR1355T	2 - DAF HR HR1355T
17656	5803	General	_NotDefined		2	DAF SR SR1360T	2 - DAF SR SR1360T
17627	5801	General	_NotDefined		1	DAF N-Series 183N	1 - DAF N-Series 183N
17627	5801	General	_NotDefined		2	DAF N-Series 183N	2 - DAF N-Series 183N
17627	5772	General	_NotDefined		3	DAF SR SR1132T	3 - DAF SR SR1132T
17627	5802	General	_NotDefined		3	DAF HR HR1355T	3 - DAF HR HR1355T
17627	5803	General	_NotDefined		3	DAF SR SR1360T	3 - DAF SR SR1360T
17632	5804	General	_NotDefined		1	DAF N-Series 167N	1 - DAF N-Series 167N
17632	5804	General	_NotDefined		2	DAF N-Series 167N	2 - DAF N-Series 167N
17632	5772	General	_NotDefined		3	DAF SR SR1132T	3 - DAF SR SR1132T
17632	5802	General	_NotDefined		3	DAF HR HR1355T	3 - DAF HR HR1355T
17603	5779	General	_NotDefined		1	DAF N-Series 163N	1 - DAF N-Series 163N
17603	5774	General	_NotDefined		2	DAF SR SR1347	2 - DAF SR SR1347
17603	5799	General	_NotDefined		2	DAF SR SR1344	2 - DAF SR SR1344
23866	5779	General	_NotDefined		1	DAF N-Series 163N	1 - DAF N-Series 163N
23866	5800	General	_NotDefined		1	DAF N-Series 161N	1 - DAF N-Series 161N
23866	5801	General	_NotDefined		1	DAF N-Series 183N	1 - DAF N-Series 183N
23866	5804	General	_NotDefined		1	DAF N-Series 167N	1 - DAF N-Series 167N
23866	7146	General	_NotDefined		1	DAF N-Series 187N	1 - DAF N-Series 187N
23866	5774	General	_NotDefined		2	DAF SR SR1347	2 - DAF SR SR1347
23866	5788	General	_NotDefined		2	DAF HR HR1356	2 - DAF HR HR1356
23866	5799	General	_NotDefined		2	DAF SR SR1344	2 - DAF SR SR1344
17598	5779	General	_NotDefined		1	DAF N-Series 163N	1 - DAF N-Series 163N
17598	5774	General	_NotDefined		2	DAF SR SR1347	2 - DAF SR SR1347
17598	5788	General	_NotDefined		2	DAF HR HR1356	2 - DAF HR HR1356
17598	5799	General	_NotDefined		2	DAF SR SR1344	2 - DAF SR SR1344
17646	5779	General	_NotDefined		1	DAF N-Series 163N	1 - DAF N-Series 163N
17646	5774	General	_NotDefined		2	DAF SR SR1347	2 - DAF SR SR1347
17646	5799	General	_NotDefined		2	DAF SR SR1344	2 - DAF SR SR1344
23972	5800	General	_NotDefined		1	DAF N-Series 161N	1 - DAF N-Series 161N
23972	5774	General	_NotDefined		2	DAF SR SR1347	2 - DAF SR SR1347
23972	5789	General	_NotDefined		2	DAF HR HR1357	2 - DAF HR HR1357
