254	1
196	2
442	3
143	4
30	5
4455	6
376	7
421	8
4434	9
89	10
434	11
355	12
4881	13
443	14
4391	15
24	16
4938	17
241	18
4452	19
238	20
268	21
95	22
133	23
358	24
403	25
4564	26
440	27
4380	28
378	29
4338	30
57	31
4596	32
4547	33
375	34
212	35
26	36
83	37
183	38
4963	39
4451	40
4533	41
4528	42
4886	43
4886	44
4886	45
4504	46
479	47
4976	48
4534	49
4576	50
257	51
4843	52
412	53
4495	54
4842	55
323	56
4464	57
350	58
475	59
4815	60
177	61
157	62
28	63
484	64
393	65
4553	66
332	67
66	68
4882	69
460	70
4359	71
391	72
457	73
226	74
234	75
224	76
4514	77
337	78
90	79
101	80
271	81
87	82
4379	83
4819	84
2	85
72	86
55	87
449	88
341	89
156	90
481	91
201	92
4496	93
20	94
287	95
244	96
342	97
248	98
127	99
6298	100
4683	101
4703	102
4652	103
4652	104
4652	105
4652	106
4652	107
4837	108
4543	109
396	110
396	111
214	112
4623	113
4592	114
4811	115
4811	116
269	117
408	118
408	119
408	120
4675	121
4771	122
4595	123
336	124
151	125
209	126
4620	127
21	128
4425	129
4346	130
4627	131
4832	132
4551	133
459	134
4461	135
4331	136
4970	137
108	138
4598	139
4631	140
4628	141
300	142
4943	143
243	144
318	145
311	146
186	147
371	148
253	149
4519	150
4345	151
4318	152
4135	153
4834	154
4674	155
4727	156
316	157
373	158
262	159
185	160
4522	161
56	162
197	163
4600	164
4773	165
121	166
94	167
94	168
144	169
4653	170
129	171
4690	172
4558	173
4686	174
4520	175
4339	176
492	177
492	178
23	179
297	180
225	181
50	182
110	183
1	184
433	185
4758	186
301	187
4472	188
4772	189
155	190
162	191
4894	192
221	193
4364	194
317	195
180	196
146	197
4337	198
4280	199
4702	200
405	201
43	202
163	203
437	204
4334	205
4396	206
4868	207
4948	208
4838	209
4659	210
256	211
4581	212
59	213
313	214
4663	215
81	216
4689	217
4378	218
387	219
305	220
34	221
432	222
4546	223
4973	224
4	225
218	226
462	227
249	228
4470	229
490	230
4944	231
4996	232
63	233
38	234
4848	235
4630	236
4768	237
142	238
92	239
4348	240
4011	241
91	242
137	243
364	244
4275	245
482	246
324	247
68	248
68	249
68	250
4814	251
4995	252
140	253
4353	254
4813	255
441	256
441	257
27	258
4664	259
5	260
4410	261
4667	262
454	263
478	264
31	265
42	266
267	267
236	268
33	269
4812	270
239	271
204	272
4994	273
64	274
4655	275
100	276
4732	277
179	278
4997	279
6010	280
4969	281
4319	282
293	283
292	284
6	285
260	286
431	287
4607	288
4698	289
161	290
429	291
252	292
208	293
4657	294
435	295
138	296
78	297
340	298
187	299
4701	300
61	301
36	302
4400	303
427	304
427	305
427	306
298	307
406	308
41	309
233	310
7	311
488	312
29	313
29	314
29	315
29	316
4941	317
415	318
136	319
4820	320
4763	321
118	322
191	323
445	324
117	325
193	326
4873	327
455	328
357	329
13	330
115	331
115	332
115	333
115	334
115	335
115	336
4965	337
4696	338
4327	339
4555	340
362	341
4344	342
4841	343
4680	344
4582	345
139	346
10	347
10	348
10	349
10	350
237	351
367	352
88	353
60	354
4257	355
205	356
113	357
9	358
4949	359
173	360
374	361
4501	362
4593	363
4737	364
407	365
134	366
49	367
4427	368
32	369
51	370
51	371
51	372
6102	373
106	374
4320	375
11	376
206	377
166	378
487	379
3	380
381	381
195	382
65	383
4878	384
4358	385
399	386
62	387
54	388
279	389
4756	390
48	391
286	392
4428	393
4548	394
190	395
400	396
4828	397
294	398
39	399
4693	400
468	401
6276	402
392	403
4559	404
4694	405
4728	406
331	407
4604	408
4829	409
4845	410
6263	411
4401	412
471	413
4003	414
4467	415
6101	416
486	417
4844	418
4879	419
35	420
37	421
198	422
4368	423
4708	424
4609	425
430	426
4306	427
135	428
4635	429
4414	430
4340	431
4468	432
4987	433
4010	434
4537	435
4625	436
4899	437
73	438
12	439
80	440
105	441
215	442
215	443
4707	444
4466	445
4606	446
4426	447
4854	448
394	449
4825	450
4872	451
6106	452
4587	453
309	454
4986	455
4937	456
4887	457
295	458
4998	459
158	460
4935	461
6207	462
6103	463
242	464
4682	465
4955	466
153	467
152	468
4699	469
438	470
4377	471
199	472
456	473
366	474
86	475
4668	476
4668	477
363	478
207	479
189	480
398	481
4907	482
222	483
436	484
461	485
361	486
188	487
495	488
4697	489
6303	490
6104	491
4993	492
114	493
232	494
4739	495
4024	496
283	497
4651	498
4373	499
264	500
281	501
289	502
6008	503
278	504
4360	505
266	506
4770	507
192	508
409	509
500	510
4658	511
4990	512
291	513
4821	514
4330	515
4676	516
4498	517
4805	518
325	519
4730	520
67	521
4612	522
45	523
315	524
485	525
4671	526
75	527
473	528
4871	529
4312	530
4572	531
263	532
4692	533
16	534
14	535
4585	536
71	537
18	538
4570	539
