1	1252	de	1
4	1252	en	1
6	1252	fr	1
7	1252	it	1
8	1252	es	1
9	1252	nl	1
10	1252	da	1
11	1252	sv	1
12	1252	no	1
13	1252	fi	1
14	1250	hu	1
15	1252	pt	1
17	1250	sk	1
18	1250	cs	1
19	1250	pl	1
20	1253	el	1
23	1254	tr	1
24	1250	hr	1
25	1250	sr	1
32	1251	bg	1
33	1257	lv	1
34	1257	lt	1
35	1257	et	1
36	1250	sl	1
37	1252	qa	1
38	1252	qb	1
39	1252	is	1
40	1252	qc	1
